基金代码,基金简称,类型,2023-05-30-单位净值,2023-05-30-累计净值,2023-05-29-单位净值,2023-05-29-累计净值,增长值,增长率,市价,折价率
159873,天弘中证全指医疗保健设备与服务ETF行情,指数型-股票,0.7388,0.7388,0.7430,0.7430,-0.0042,-0.57%,0.7390,-0.03%
159875,嘉实中证新能源ETF行情,指数型-股票,0.6652,0.6652,0.6652,0.6652,0.0000,0.00%,0.6660,-0.12%
159876,华宝有色金属ETF行情,指数型-股票,1.0717,1.0717,1.0728,1.0728,-0.0011,-0.10%,1.0720,-0.03%
159877,南方中证全指医疗保健设备与服务ETF行情,指数型-股票,0.7777,0.7777,0.7821,0.7821,-0.0044,-0.56%,0.7750,0.35%
159880,鹏华国证有色金属行业ETF行情,指数型-股票,1.0030,1.0030,1.0038,1.0038,-0.0008,-0.08%,1.0010,0.20%
159881,国泰中证有色金属ETF行情,指数型-股票,0.9785,0.9785,0.9798,0.9798,-0.0013,-0.13%,0.9790,-0.05%
159883,永赢中证全指医疗器械ETF行情,指数型-股票,0.6284,0.6284,0.6308,0.6308,-0.0024,-0.38%,0.6270,0.22%
159885,鹏华中证内地低碳经济主题ETF行情,指数型-股票,0.7299,1.0949,0.7298,1.0947,0.0001,0.01%,0.7300,-0.01%
159886,富国细分机械设备产业主题ETF行情,指数型-股票,0.9193,0.9193,0.9140,0.9140,0.0053,0.58%,0.9180,0.14%
159887,富国中证800银行ETF行情,指数型-股票,0.8850,0.8850,0.8900,0.8900,-0.0050,-0.56%,0.8860,-0.11%
159888,华夏中证智能汽车主题ETF行情,指数型-股票,0.9248,0.9248,0.9115,0.9115,0.0133,1.46%,0.9240,0.09%
159889,国泰中证智能汽车主题ETF行情,指数型-股票,0.8162,0.8162,0.8046,0.8046,0.0116,1.44%,0.8170,-0.10%
159890,招商中证云计算ETF行情,指数型-股票,1.1704,1.1704,1.1220,1.1220,0.0484,4.31%,1.1730,-0.22%
159891,建信中证全指医疗保健设备与服务ETF行情,指数型-股票,0.5880,0.5880,0.5913,0.5913,-0.0033,-0.56%,0.5880,0.00%
159892,华夏恒生香港上市生物科技ETF(QDII)行情,QDII,0.5916,0.5916,0.5834,0.5834,0.0082,1.41%,0.5930,-0.24%
159895,易方达中证物联网主题ETF行情,指数型-股票,0.7912,0.7912,0.7779,0.7779,0.0133,1.71%,0.7910,0.03%
159896,南方中证物联网主题ETF行情,指数型-股票,0.7396,0.7396,0.7270,0.7270,0.0126,1.73%,0.7380,0.22%
159898,招商中证全指医疗器械ETF行情,指数型-股票,0.6406,0.6406,0.6432,0.6432,-0.0026,-0.40%,0.6410,-0.06%
159899,招商中证全指软件ETF行情,指数型-股票,0.9220,0.9220,0.8952,0.8952,0.0268,2.99%,0.9220,0.00%
159901,易方达深证100ETF行情,指数型-股票,2.7824,5.3976,2.7741,5.3819,0.0083,0.30%,2.7780,0.16%
159902,华夏中小企业100ETF行情,指数型-股票,3.5640,3.6840,3.5420,3.6620,0.0220,0.62%,3.5630,0.03%
159903,南方深证成份ETF行情,指数型-股票,1.2751,0.9409,1.2694,0.9366,0.0057,0.45%,1.2740,0.09%
159905,工银深证红利ETF行情,指数型-股票,1.8545,1.8545,1.8613,1.8613,-0.0068,-0.37%,1.8540,0.03%
159906,大成深证成长40ETF行情,指数型-股票,0.9600,0.9600,0.9590,0.9590,0.0010,0.10%,0.9600,0.00%
159907,广发中小企业300ETF行情,指数型-股票,1.5192,1.3803,1.5104,1.3723,0.0088,0.58%,1.5140,0.34%
159908,博时创业板ETF行情,指数型-股票,2.0103,2.0103,1.9969,1.9969,0.0134,0.67%,2.0100,0.01%
159909,招商深证TMT50ETF行情,指数型-股票,0.6236,1.8785,0.6102,1.8381,0.0134,2.20%,0.6240,-0.06%
159910,嘉实深证基本面120ETF行情,指数型-股票,1.9741,1.9741,1.9679,1.9679,0.0062,0.32%,1.9680,0.31%
159912,汇添富深证300ETF行情,指数型-股票,1.4517,1.4517,1.4454,1.4454,0.0063,0.44%,1.4480,0.25%
159913,交银深证300价值ETF行情,指数型-股票,1.9760,1.9760,1.9670,1.9670,0.0090,0.46%,1.9710,0.25%
159915,易方达创业板ETF行情,指数型-股票,2.1584,2.4726,2.1439,2.4560,0.0145,0.68%,2.1550,0.16%
159916,建信深证基本面60ETF行情,指数型-股票,4.3351,2.3619,4.3271,2.3576,0.0080,0.18%,4.3210,0.33%
159918,嘉实中创400ETF行情,指数型-股票,1.8901,1.8901,1.8763,1.8763,0.0138,0.74%,1.8850,0.27%
159919,嘉实沪深300ETF行情,指数型-股票,3.9064,1.7526,3.9025,1.7509,0.0039,0.10%,3.9020,0.11%
159920,华夏恒生ETF(QDII)行情,QDII,1.0710,1.1470,1.0641,1.1401,0.0069,0.65%,1.0710,0.00%
159922,嘉实中证500ETF行情,指数型-股票,6.2236,1.9499,6.1849,1.9377,0.0387,0.63%,6.2230,0.01%
159923,大成中证100ETF行情,指数型-股票,1.6560,1.6560,1.6520,1.6520,0.0040,0.24%,1.6470,0.54%
159925,南方沪深300ETF行情,指数型-股票,1.8897,1.6567,1.8878,1.6551,0.0019,0.10%,1.8890,0.04%
159928,汇添富中证主要消费ETF行情,指数型-股票,0.9276,3.7104,0.9368,3.7472,-0.0092,-0.98%,0.9280,-0.04%
159929,汇添富中证医药卫生ETF行情,指数型-股票,1.5904,1.5904,1.6068,1.6068,-0.0164,-1.02%,1.5870,0.21%
159930,汇添富中证能源ETF行情,指数型-股票,1.1543,1.1543,1.1591,1.1591,-0.0048,-0.41%,1.1560,-0.15%
159931,汇添富中证金融地产ETF行情,指数型-股票,1.4459,1.4459,1.4471,1.4471,-0.0012,-0.08%,1.4430,0.20%
159933,国投瑞银金融地产ETF行情,指数型-股票,2.1786,2.1786,2.1824,2.1824,-0.0038,-0.17%,2.1740,0.21%
159934,易方达黄金ETF行情,商品（不含QDII）,4.2589,1.7350,4.2664,1.7381,-0.0075,-0.18%,4.2550,0.09%
159935,景顺长城中证500ETF行情,指数型-股票,1.8567,1.8567,1.8450,1.8450,0.0117,0.63%,1.8530,0.20%
159936,广发中证全指可选消费ETF行情,指数型-股票,1.5771,1.5771,1.5752,1.5752,0.0019,0.12%,1.5760,0.07%
159937,博时黄金ETF行情,商品（不含QDII）,4.3019,1.6892,4.3094,1.6921,-0.0075,-0.17%,4.2960,0.14%
159938,广发中证全指医药卫生ETF行情,指数型-股票,0.7691,1.5382,0.7770,1.5540,-0.0079,-1.02%,0.7680,0.14%
159939,广发中证全指信息技术ETF行情,指数型-股票,0.5903,1.1806,0.5803,1.1606,0.0100,1.72%,0.5920,-0.29%
159940,广发中证全指金融地产ETF行情,指数型-股票,0.9152,0.9152,0.9154,0.9154,-0.0002,-0.02%,0.9170,-0.20%
159941,广发纳斯达克100ETF行情,QDII,---,---,0.7719,3.0876,---,---,0.7800,---
159943,大成深证成份ETF行情,指数型-股票,1.1140,0.8640,1.1090,0.8600,0.0050,0.45%,1.1140,0.00%
159944,广发中证全指原材料ETF行情,指数型-股票,0.9439,0.9439,0.9475,0.9475,-0.0036,-0.38%,0.9430,0.10%
159945,广发中证全指能源ETF行情,指数型-股票,0.9683,0.9683,0.9701,0.9701,-0.0018,-0.19%,0.9680,0.03%
159948,南方创业板ETF行情,指数型-股票,2.3797,1.1694,2.3636,1.1615,0.0161,0.68%,2.3750,0.20%
159949,华安创业板50ETF行情,指数型-股票,0.9351,0.9351,0.9299,0.9299,0.0052,0.56%,0.9350,0.01%
159952,广发创业板ETF行情,指数型-股票,1.3090,1.3090,1.3002,1.3002,0.0088,0.68%,1.3060,0.23%
159954,南方恒生中国企业ETF行情,指数型-股票,0.6705,0.6705,0.6649,0.6649,0.0056,0.84%,0.6700,0.07%
159956,建信创业板ETF行情,指数型-股票,1.3514,1.3514,1.3425,1.3425,0.0089,0.66%,1.3500,0.10%
159957,华夏创业板ETF行情,指数型-股票,1.4128,1.4128,1.4033,1.4033,0.0095,0.68%,1.4100,0.20%
159958,工银瑞信创业板ETF行情,指数型-股票,1.2944,1.2944,1.2858,1.2858,0.0086,0.67%,1.2920,0.19%
159959,银华中证央企结构调整ETF行情,指数型-股票,1.3655,1.3655,1.3475,1.3475,0.0180,1.34%,1.3660,-0.04%
159960,平安港股通恒生中国企业ETF行情,指数型-股票,0.6780,0.7680,0.6725,0.7625,0.0055,0.82%,0.6770,0.15%
159961,方正富邦深证100ETF行情,指数型-股票,1.6541,1.6541,1.6494,1.6494,0.0047,0.28%,1.6330,1.28%
159964,平安创业板ETF行情,指数型-股票,1.3942,1.3942,1.3849,1.3849,0.0093,0.67%,1.3950,-0.06%
159965,中融央视财经50ETF行情,指数型-股票,1.3123,1.3123,1.3104,1.3104,0.0019,0.14%,1.3040,0.63%
159966,华夏创业板价值ETF行情,指数型-股票,0.4798,1.4761,0.4793,1.4746,0.0005,0.10%,0.4790,0.17%
159967,华夏创成长ETF行情,指数型-股票,0.5321,1.9360,0.5300,1.9283,0.0021,0.40%,0.5320,0.02%
159968,博时中证500ETF行情,指数型-股票,7.0959,1.3988,7.0521,1.3902,0.0438,0.62%,7.0840,0.17%
159969,银华深证100ETF行情,指数型-股票,1.1966,1.1966,1.1932,1.1932,0.0034,0.28%,1.1930,0.30%
159970,工银瑞信深证100ETF行情,指数型-股票,4.7415,1.0378,4.7285,1.0350,0.0130,0.27%,4.7280,0.28%
159971,富国创业板ETF行情,指数型-股票,1.5103,1.5103,1.5003,1.5003,0.0100,0.67%,1.5060,0.28%
159972,鹏华中证5年地债ETF行情,债券型-长债,114.5940,1.1481,114.5463,1.1477,0.0477,0.04%,113.9560,0.56%
159973,弘毅远方民企领先100ETF行情,指数型-股票,1.3104,1.3104,1.3082,1.3082,0.0022,0.17%,1.3190,-0.66%
159974,富国央企创新ETF行情,指数型-股票,1.4769,1.4769,1.4484,1.4484,0.0285,1.97%,1.4770,-0.01%
159975,招商深证100ETF行情,指数型-股票,0.5588,1.2769,0.5571,1.2730,0.0017,0.31%,0.5570,0.32%
159976,工银粤港澳大湾区创新100ETF行情,指数型-股票,0.9505,0.9505,0.9478,0.9478,0.0027,0.28%,0.9480,0.26%
159977,天弘创业板ETF行情,指数型-股票,2.2562,1.3306,2.2409,1.3216,0.0153,0.68%,2.2540,0.10%
159980,大成有色金属期货ETF行情,商品（不含QDII）,1.4714,1.4714,1.4660,1.4660,0.0054,0.37%,1.4650,0.43%
159981,建信易盛能源化工期货ETF行情,商品（不含QDII）,1.4054,1.4054,1.4091,1.4091,-0.0037,-0.26%,1.3910,1.02%
159982,鹏华中证500ETF行情,指数型-股票,1.4537,1.4537,1.4449,1.4449,0.0088,0.61%,1.4530,0.05%
159983,华夏粤港澳大湾区创新100ETF行情,指数型-股票,1.0445,1.0445,1.0415,1.0415,0.0030,0.29%,1.0430,0.14%
159984,南方粤港澳大湾区ETF行情,指数型-股票,0.9703,0.9703,0.9676,0.9676,0.0027,0.28%,0.9680,0.24%
159985,华夏饲料豆粕期货ETF行情,商品（不含QDII）,1.7300,1.7300,1.7481,1.7481,-0.0181,-1.04%,1.7280,0.12%
159987,银华中证研发创新100ETF行情,指数型-股票,1.4692,1.4692,1.4478,1.4478,0.0214,1.48%,1.4680,0.08%
159990,银华巨潮小盘价值ETF行情,指数型-股票,1.2571,1.2571,1.2517,1.2517,0.0054,0.43%,1.2570,0.01%
159991,招商创业板大盘ETF行情,指数型-股票,0.4487,1.2743,0.4481,1.2726,0.0006,0.13%,0.4490,-0.07%
159992,银华中证创新药产业ETF行情,指数型-股票,0.8859,0.8859,0.8960,0.8960,-0.0101,-1.13%,0.8850,0.10%
159993,鹏华国证证券龙头ETF行情,指数型-股票,0.9631,0.9631,0.9617,0.9617,0.0014,0.15%,0.9640,-0.09%
159994,银华中证5G通信主题ETF行情,指数型-股票,0.7832,0.7832,0.7662,0.7662,0.0170,2.22%,0.7820,0.15%
159995,华夏国证半导体芯片ETF行情,指数型-股票,1.0950,1.0950,1.0924,1.0924,0.0026,0.24%,1.0950,0.00%
159996,国泰中证全指家电ETF行情,指数型-股票,1.0611,1.0611,1.0689,1.0689,-0.0078,-0.73%,1.0620,-0.08%
159997,天弘中证电子ETF行情,指数型-股票,0.9803,0.9803,0.9665,0.9665,0.0138,1.43%,0.9800,0.03%
159998,天弘中证计算机ETF行情,指数型-股票,0.9778,0.9778,0.9475,0.9475,0.0303,3.20%,0.9800,-0.22%
510010,交银上证180公司治理ETF行情,指数型-股票,1.3830,1.5400,1.3850,1.5420,-0.0020,-0.14%,1.3820,0.07%
510020,博时上证超大盘ETF行情,指数型-股票,2.7119,1.0002,2.7228,1.0042,-0.0109,-0.40%,2.7120,0.00%
510030,华宝上证180价值ETF行情,指数型-股票,0.8050,2.2050,0.8040,2.2020,0.0010,0.12%,0.8070,-0.25%
510050,华夏上证50ETF行情,指数型-股票,2.5390,3.7430,2.5520,3.7590,-0.0130,-0.51%,2.5410,-0.08%
510060,工银上证央企ETF行情,指数型-股票,2.0601,1.3177,2.0555,1.3148,0.0046,0.22%,2.0530,0.34%
510090,建信责任ETF行情,指数型-股票,2.2715,2.7099,2.2658,2.7031,0.0057,0.25%,2.2700,0.07%
510100,易方达上证50ETF行情,指数型-股票,1.2678,1.0623,1.2744,1.0678,-0.0066,-0.52%,1.2690,-0.09%
510110,海富通上证周期ETF行情,指数型-股票,3.6818,1.4775,3.6930,1.4820,-0.0112,-0.30%,3.6810,0.02%
510120,海富通上证非周期ETF行情,指数型-股票,3.5130,1.4799,3.5107,1.4789,0.0023,0.07%,3.5050,0.23%
510130,中盘ETF行情,指数型-股票,5.4424,1.8719,5.4249,1.8659,0.0175,0.32%,5.4240,0.34%
510150,招商上证消费80ETF行情,指数型-股票,0.5720,2.2622,0.5748,2.2733,-0.0028,-0.49%,0.5720,0.00%
510160,中证南方小康产业指数ETF行情,指数型-股票,0.7276,1.8102,0.7244,1.8022,0.0032,0.44%,0.7270,0.08%
510170,国联安上证商品ETF行情,指数型-股票,0.7990,0.9910,0.8030,0.9960,-0.0040,-0.50%,0.7970,0.25%
510180,华安上证180ETF行情,指数型-股票,3.4302,3.7378,3.4359,3.7431,-0.0057,-0.17%,3.4270,0.09%
510190,华安上证50ETF行情,指数型-股票,3.3879,1.2983,3.4054,1.3050,-0.0175,-0.51%,3.3810,0.20%
