date,increase_cnt,decrease_cnt,increase_rate
2000-05-09,213,699,0.30472103004291845
2000-05-10,67,836,0.08014354066985646
2000-05-11,162,767,0.21121251629726207
2000-05-12,381,524,0.7270992366412213
2000-05-15,279,638,0.4373040752351097
2000-05-16,806,107,7.5327102803738315
2000-05-17,385,546,0.7051282051282052
2000-05-18,835,61,13.688524590163935
2000-05-19,758,171,4.432748538011696
2000-05-22,876,43,20.372093023255815
2000-05-23,429,497,0.8631790744466801
2000-05-24,653,280,2.3321428571428573
2000-05-25,711,215,3.3069767441860467
2000-05-26,352,558,0.6308243727598566
2000-05-29,554,364,1.521978021978022
2000-05-30,259,656,0.3948170731707317
2000-05-31,581,354,1.6412429378531073
2000-06-01,502,439,1.143507972665148
2000-06-02,478,471,1.0148619957537155
2000-06-05,292,656,0.4451219512195122
2000-06-06,780,165,4.7272727272727275
2000-06-07,506,440,1.15
2000-06-08,312,635,0.49133858267716535
2000-06-09,225,728,0.3090659340659341
2000-06-12,538,408,1.3186274509803921
2000-06-13,764,183,4.174863387978142
2000-06-14,336,613,0.5481239804241436
2000-06-15,559,386,1.4481865284974094
2000-06-16,287,663,0.43288084464555054
2000-06-19,332,614,0.5407166123778502
2000-06-20,271,667,0.4062968515742129
2000-06-21,753,197,3.8223350253807107
2000-06-22,401,552,0.7264492753623188
2000-06-23,747,210,3.557142857142857
2000-06-26,590,341,1.7302052785923754
2000-06-27,406,539,0.7532467532467533
2000-06-28,454,459,0.9891067538126361
2000-06-29,305,641,0.47581903276131043
2000-06-30,264,654,0.4036697247706422
2000-07-03,172,788,0.2182741116751269
2000-07-04,681,281,2.4234875444839856
2000-07-05,418,546,0.7655677655677655
2000-07-06,359,608,0.5904605263157895
2000-07-07,800,172,4.651162790697675
2000-07-10,561,405,1.385185185185185
2000-07-11,518,449,1.153674832962138
2000-07-12,541,429,1.2610722610722611
2000-07-13,429,542,0.7915129151291513
2000-07-14,506,470,1.0765957446808512
2000-07-17,326,640,0.509375
2000-07-18,644,325,1.9815384615384615
2000-07-19,482,489,0.9856850715746421
2000-07-20,394,581,0.6781411359724613
2000-07-21,525,457,1.148796498905908
2000-07-24,348,624,0.5576923076923077
2000-07-25,558,420,1.3285714285714285
2000-07-26,690,292,2.363013698630137
2000-07-27,411,570,0.7210526315789474
2000-07-28,533,452,1.1792035398230087
2000-07-31,553,428,1.2920560747663552
2000-08-01,486,498,0.9759036144578314
2000-08-02,453,531,0.8531073446327684
2000-08-03,470,518,0.9073359073359073
2000-08-04,316,678,0.46607669616519176
2000-08-07,590,397,1.486146095717884
2000-08-08,604,384,1.5729166666666667
2000-08-09,551,440,1.2522727272727272
2000-08-10,442,550,0.8036363636363636
2000-08-11,421,577,0.729636048526863
2000-08-14,648,340,1.9058823529411764
2000-08-15,419,569,0.7363796133567663
2000-08-16,498,493,1.0101419878296145
2000-08-17,475,514,0.9241245136186771
2000-08-18,477,520,0.9173076923076923
2000-08-21,630,356,1.7696629213483146
2000-08-22,131,858,0.15268065268065267
2000-08-23,217,771,0.2814526588845655
2000-08-24,591,399,1.481203007518797
2000-08-25,721,272,2.650735294117647
2000-08-28,624,351,1.7777777777777777
2000-08-29,485,504,0.9623015873015873
2000-08-30,185,804,0.2300995024875622
2000-08-31,75,913,0.08214676889375684
2000-09-01,213,778,0.2737789203084833
2000-09-04,658,327,2.0122324159021407
2000-09-05,103,882,0.11678004535147392
2000-09-06,211,776,0.27190721649484534
2000-09-07,886,107,8.280373831775702
2000-09-08,629,366,1.7185792349726776
2000-09-11,636,343,1.8542274052478134
2000-09-12,574,407,1.4103194103194103
2000-09-13,546,445,1.2269662921348314
2000-09-14,351,643,0.5458786936236392
2000-09-15,444,547,0.8117001828153565
2000-09-18,163,814,0.20024570024570024
2000-09-19,106,879,0.12059158134243458
2000-09-20,790,200,3.95
2000-09-21,236,757,0.31175693527080584
2000-09-22,281,722,0.389196675900277
2000-09-25,299,691,0.43270622286541244
2000-09-26,754,241,3.128630705394191
2000-09-27,856,145,5.903448275862069
2000-09-28,186,816,0.22794117647058823
2000-09-29,895,112,7.991071428571429
2000-10-09,597,395,1.5113924050632912
2000-10-10,838,153,5.477124183006536
2000-10-11,308,698,0.44126074498567336
2000-10-12,378,625,0.6048
2000-10-13,386,623,0.6195826645264848
2000-10-16,290,703,0.41251778093883357
2000-10-17,597,405,1.474074074074074
2000-10-18,702,302,2.3245033112582782
2000-10-19,280,726,0.3856749311294766
2000-10-20,791,221,3.579185520361991
2000-10-23,717,285,2.5157894736842104
2000-10-24,453,554,0.8176895306859205
2000-10-25,740,267,2.7715355805243447
2000-10-26,291,712,0.40870786516853935
2000-10-27,481,533,0.9024390243902439
2000-10-30,498,500,0.996
2000-10-31,275,728,0.37774725274725274
2000-11-01,732,278,2.633093525179856
2000-11-02,526,484,1.0867768595041323
2000-11-03,406,614,0.6612377850162866
2000-11-06,643,368,1.747282608695652
2000-11-07,551,462,1.1926406926406927
2000-11-08,675,338,1.9970414201183433
2000-11-09,704,310,2.270967741935484
2000-11-10,606,413,1.4673123486682809
2000-11-13,726,280,2.592857142857143
2000-11-14,565,448,1.2611607142857142
2000-11-15,444,566,0.784452296819788
2000-11-16,718,296,2.425675675675676
2000-11-17,351,671,0.5230998509687034
2000-11-20,514,495,1.0383838383838384
2000-11-21,390,624,0.625
2000-11-22,784,232,3.3793103448275863
2000-11-23,540,479,1.1273486430062631
2000-11-24,73,952,0.07668067226890757
2000-11-27,448,561,0.7985739750445633
2000-11-28,933,79,11.810126582278482
2000-11-29,284,735,0.38639455782312926
2000-11-30,503,517,0.9729206963249516
2000-12-01,695,333,2.0870870870870872
2000-12-04,685,332,2.0632530120481927
2000-12-05,396,624,0.6346153846153846
2000-12-06,230,792,0.2904040404040404
2000-12-07,355,669,0.5306427503736921
2000-12-08,559,465,1.2021505376344086
2000-12-11,181,841,0.21521997621878716
2000-12-12,820,206,3.9805825242718447
2000-12-13,507,522,0.9712643678160919
2000-12-14,365,662,0.5513595166163142
2000-12-15,309,722,0.4279778393351801
2000-12-18,546,469,1.164179104477612
2000-12-19,549,474,1.1582278481012658
2000-12-20,797,234,3.405982905982906
2000-12-21,478,553,0.864376130198915
2000-12-22,364,671,0.5424739195230999
2000-12-25,471,546,0.8626373626373627
2000-12-26,647,385,1.6805194805194805
2000-12-27,264,779,0.33889602053915274
2000-12-28,460,576,0.7986111111111112
2000-12-29,837,191,4.382198952879581
2001-01-02,876,145,6.041379310344827
2001-01-03,744,304,2.4473684210526314
2001-01-04,389,659,0.590288315629742
2001-01-05,608,440,1.3818181818181818
2001-01-08,251,792,0.31691919191919193
2001-01-09,449,598,0.7508361204013378
2001-01-10,893,156,5.7243589743589745
2001-01-11,374,680,0.55
2001-01-12,277,783,0.3537675606641124
2001-01-15,39,1016,0.038385826771653545
2001-01-16,712,345,2.063768115942029
2001-01-17,285,774,0.3682170542635659
2001-01-18,586,476,1.23109243697479
2001-01-19,989,82,12.060975609756097
2001-02-05,86,973,0.08838643371017471
2001-02-06,271,790,0.3430379746835443
2001-02-07,231,835,0.27664670658682633
2001-02-08,60,1004,0.05976095617529881
2001-02-09,948,122,7.770491803278689
2001-02-12,520,547,0.9506398537477148
2001-02-13,572,495,1.1555555555555554
2001-02-14,504,562,0.896797153024911
2001-02-15,174,893,0.1948488241881299
2001-02-16,409,663,0.6168929110105581
2001-02-19,922,133,6.932330827067669
2001-02-20,227,823,0.275820170109356
2001-02-21,73,996,0.07329317269076305
2001-02-22,469,600,0.7816666666666666
2001-02-23,903,173,5.219653179190751
2001-02-26,872,197,4.426395939086294
2001-02-27,669,404,1.6559405940594059
2001-02-28,385,680,0.5661764705882353
2001-03-01,678,396,1.7121212121212122
2001-03-02,899,183,4.912568306010929
2001-03-05,397,677,0.5864106351550961
2001-03-06,437,635,0.6881889763779527
2001-03-07,570,506,1.1264822134387351
2001-03-08,651,418,1.5574162679425838
2001-03-09,680,398,1.7085427135678393
2001-03-12,534,527,1.0132827324478177
2001-03-13,272,802,0.33915211970074816
2001-03-14,923,155,5.95483870967742
2001-03-15,559,507,1.1025641025641026
2001-03-16,434,640,0.678125
2001-03-19,760,308,2.4675324675324677
2001-03-20,703,376,1.8696808510638299
2001-03-21,713,369,1.932249322493225
2001-03-22,720,357,2.0168067226890756
2001-03-23,170,912,0.18640350877192982
2001-03-26,1008,59,17.084745762711865
2001-03-27,807,272,2.9669117647058822
2001-03-28,474,601,0.7886855241264559
2001-03-29,380,696,0.5459770114942529
2001-03-30,690,387,1.7829457364341086
2001-04-02,655,410,1.5975609756097562
2001-04-03,370,708,0.5225988700564972
2001-04-04,99,987,0.10030395136778116
2001-04-05,971,114,8.517543859649123
2001-04-06,364,718,0.5069637883008357
2001-04-09,634,434,1.4608294930875576
2001-04-10,672,390,1.7230769230769232
2001-04-11,473,609,0.7766830870279147
2001-04-12,461,615,0.7495934959349594
2001-04-13,657,425,1.5458823529411765
2001-04-16,793,269,2.9479553903345725
2001-04-17,535,544,0.9834558823529411
2001-04-18,387,672,0.5758928571428571
2001-04-19,435,643,0.6765163297045101
2001-04-20,254,817,0.3108935128518972
2001-04-23,431,629,0.685214626391097
2001-04-24,738,337,2.1899109792284865
2001-04-25,98,967,0.10134436401240951
2001-04-26,246,811,0.3033292231812577
2001-04-27,774,292,2.6506849315068495
2001-04-30,530,509,1.0412573673870333
2001-05-08,814,219,3.7168949771689497
2001-05-09,436,616,0.7077922077922078
2001-05-10,684,352,1.9431818181818181
2001-05-11,601,455,1.3208791208791208
2001-05-14,784,271,2.892988929889299
2001-05-15,611,440,1.3886363636363637
2001-05-16,575,486,1.183127572016461
2001-05-17,332,740,0.4486486486486487
2001-05-18,660,379,1.7414248021108178
2001-05-21,640,409,1.56479217603912
2001-05-22,378,681,0.5550660792951542
2001-05-23,245,828,0.29589371980676327
2001-05-24,529,545,0.9706422018348624
2001-05-25,394,670,0.5880597014925373
2001-05-28,309,727,0.4250343878954608
2001-05-29,592,471,1.256900212314225
2001-05-30,934,134,6.970149253731344
2001-05-31,521,557,0.9353680430879713
2001-06-01,541,554,0.9765342960288809
2001-06-04,656,428,1.5327102803738317
2001-06-05,616,470,1.3106382978723403
2001-06-06,528,559,0.9445438282647585
2001-06-07,352,732,0.4808743169398907
2001-06-08,382,701,0.5449358059914408
2001-06-11,519,550,0.9436363636363636
2001-06-12,755,326,2.315950920245399
2001-06-13,812,273,2.9743589743589745
2001-06-14,118,968,0.12190082644628099
2001-06-15,722,362,1.9944751381215469
2001-06-18,118,953,0.12381951731374606
2001-06-19,613,468,1.3098290598290598
2001-06-20,335,742,0.45148247978436656
2001-06-21,992,94,10.553191489361701
2001-06-22,751,336,2.2351190476190474
2001-06-25,828,238,3.4789915966386555
2001-06-26,566,495,1.1434343434343435
2001-06-27,441,646,0.6826625386996904
2001-06-28,293,766,0.3825065274151436
2001-06-29,443,606,0.731023102310231
2001-07-02,283,786,0.36005089058524176
2001-07-03,651,440,1.4795454545454545
2001-07-04,329,766,0.42950391644908614
2001-07-05,182,913,0.19934282584884994
2001-07-06,288,813,0.35424354243542433
2001-07-09,534,559,0.9552772808586762
2001-07-10,959,135,7.103703703703704
2001-07-11,174,922,0.18872017353579176
2001-07-12,403,690,0.5840579710144927
2001-07-13,401,698,0.5744985673352435
2001-07-16,284,804,0.35323383084577115
2001-07-17,409,683,0.5988286969253295
2001-07-18,648,445,1.456179775280899
2001-07-19,605,488,1.2397540983606556
2001-07-20,976,120,8.133333333333333
2001-07-23,408,686,0.5947521865889213
2001-07-24,126,969,0.13003095975232198
2001-07-25,196,901,0.21753607103218647
2001-07-26,205,888,0.23085585585585586
2001-07-27,196,906,0.2163355408388521
2001-07-30,16,1067,0.01499531396438613
2001-07-31,200,888,0.22522522522522523
2001-08-01,1079,16,67.4375
2001-08-02,120,975,0.12307692307692308
2001-08-03,636,467,1.3618843683083512
2001-08-06,30,1059,0.028328611898016998
2001-08-07,918,177,5.186440677966102
2001-08-08,410,685,0.5985401459854015
2001-08-09,1048,44,23.818181818181817
2001-08-10,991,110,9.00909090909091
2001-08-13,505,586,0.8617747440273038
2001-08-14,185,911,0.2030735455543359
2001-08-15,763,329,2.3191489361702127
2001-08-16,106,991,0.10696266397578204
2001-08-17,497,606,0.8201320132013201
2001-08-20,785,301,2.60797342192691
2001-08-21,769,330,2.33030303030303
2001-08-22,81,1018,0.07956777996070727
2001-08-23,553,544,1.0165441176470589
2001-08-24,133,974,0.13655030800821355
2001-08-27,28,1068,0.026217228464419477
2001-08-28,810,286,2.832167832167832
2001-08-29,615,490,1.2551020408163265
2001-08-30,200,901,0.22197558268590456
2001-08-31,485,609,0.7963875205254516
2001-09-03,243,856,0.2838785046728972
2001-09-04,1072,31,34.58064516129032
2001-09-05,643,458,1.4039301310043668
2001-09-06,301,800,0.37625
2001-09-07,19,1088,0.017463235294117647
2001-09-10,1053,39,27.0
2001-09-11,543,557,0.9748653500897666
2001-09-12,131,965,0.13575129533678756
2001-09-13,359,748,0.4799465240641711
2001-09-14,145,973,0.14902363823227133
2001-09-17,68,1022,0.06653620352250489
2001-09-18,906,186,4.870967741935484
2001-09-19,947,158,5.993670886075949
2001-09-20,376,720,0.5222222222222223
2001-09-21,206,899,0.22914349276974416
2001-09-24,249,846,0.29432624113475175
2001-09-25,505,599,0.8430717863105175
2001-09-26,85,1014,0.08382642998027613
2001-09-27,425,680,0.625
2001-09-28,519,585,0.8871794871794871
2001-10-08,81,1012,0.0800395256916996
2001-10-09,931,168,5.541666666666667
2001-10-10,31,1073,0.028890959925442685
2001-10-11,81,1022,0.07925636007827788
2001-10-12,1052,61,17.24590163934426
2001-10-15,464,638,0.7272727272727273
2001-10-16,94,1004,0.09362549800796813
2001-10-17,227,881,0.2576617480136209
2001-10-18,86,1024,0.083984375
2001-10-19,53,1069,0.04957904583723106
2001-10-22,68,1032,0.06589147286821706
2001-10-23,1103,0,inf
2001-10-24,966,142,6.802816901408451
2001-10-25,109,997,0.10932798395185557
2001-10-26,502,609,0.8243021346469622
2001-10-29,973,119,8.176470588235293
2001-10-30,201,896,0.22433035714285715
2001-10-31,541,562,0.9626334519572953
2001-11-01,905,202,4.48019801980198
2001-11-02,234,883,0.2650056625141563
2001-11-05,237,869,0.2727272727272727
2001-11-06,307,801,0.383270911360799
2001-11-07,9,1100,0.008181818181818182
2001-11-08,843,264,3.1931818181818183
2001-11-09,1032,89,11.595505617977528
2001-11-12,309,789,0.3916349809885932
2001-11-13,279,826,0.33777239709443097
2001-11-14,633,474,1.3354430379746836
2001-11-15,627,480,1.30625
2001-11-16,1038,75,13.84
2001-11-19,968,132,7.333333333333333
2001-11-20,1047,52,20.134615384615383
2001-11-21,626,480,1.3041666666666667
2001-11-22,830,277,2.996389891696751
2001-11-23,360,757,0.47556142668428003
2001-11-26,322,773,0.4165588615782665
2001-11-27,1005,100,10.05
2001-11-28,885,219,4.041095890410959
2001-11-29,507,600,0.845
2001-11-30,976,136,7.176470588235294
2001-12-03,905,197,4.593908629441624
2001-12-04,668,439,1.5216400911161732
2001-12-05,128,979,0.13074565883554648
2001-12-06,787,318,2.4748427672955975
2001-12-07,391,733,0.5334242837653479
2001-12-10,492,607,0.8105436573311368
2001-12-11,137,973,0.1408016443987667
2001-12-12,175,934,0.1873661670235546
2001-12-13,85,1020,0.08333333333333333
2001-12-14,218,898,0.24276169265033407
2001-12-17,343,743,0.4616419919246299
2001-12-18,992,101,9.821782178217822
2001-12-19,182,925,0.19675675675675675
2001-12-20,34,1070,0.03177570093457944
2001-12-21,857,254,3.374015748031496
2001-12-24,94,988,0.0951417004048583
2001-12-25,684,417,1.6402877697841727
2001-12-26,985,126,7.817460317460317
2001-12-27,329,777,0.42342342342342343
2001-12-28,736,349,2.108882521489971
2001-12-31,646,439,1.4715261958997723
2002-01-04,118,1010,0.11683168316831684
2002-01-07,169,947,0.17845828933474128
2002-01-08,186,930,0.2
2002-01-09,99,1021,0.0969637610186092
2002-01-10,859,260,3.3038461538461537
2002-01-11,49,1081,0.045328399629972246
2002-01-14,35,1075,0.03255813953488372
2002-01-15,143,968,0.14772727272727273
2002-01-16,906,212,4.273584905660377
2002-01-17,22,1098,0.020036429872495445
2002-01-18,397,734,0.5408719346049047
2002-01-21,62,1049,0.05910390848427073
2002-01-22,457,657,0.69558599695586
2002-01-23,1095,25,43.8
2002-01-24,746,372,2.0053763440860215
2002-01-25,498,630,0.7904761904761904
2002-01-28,22,1086,0.020257826887661142
2002-01-29,1037,77,13.467532467532468
2002-01-30,761,353,2.1558073654390935
2002-01-31,1118,2,559.0
2002-02-01,412,721,0.5714285714285714
2002-02-04,1059,53,19.9811320754717
2002-02-05,550,569,0.9666080843585237
2002-02-06,84,1029,0.08163265306122448
2002-02-07,1088,30,36.266666666666666
2002-02-08,343,784,0.4375
2002-02-25,1039,68,15.279411764705882
2002-02-26,584,535,1.091588785046729
2002-02-27,619,502,1.2330677290836654
2002-02-28,199,921,0.21606948968512488
2002-03-01,126,1000,0.126
2002-03-04,1071,49,21.857142857142858
2002-03-05,1096,21,52.19047619047619
2002-03-06,817,305,2.678688524590164
2002-03-07,1091,31,35.193548387096776
2002-03-08,963,158,6.094936708860759
2002-03-11,957,142,6.73943661971831
2002-03-12,212,888,0.23873873873873874
2002-03-13,184,939,0.1959531416400426
2002-03-14,1108,18,61.55555555555556
2002-03-15,87,1044,0.08333333333333333
2002-03-18,606,515,1.1766990291262136
2002-03-19,1085,40,27.125
2002-03-20,890,233,3.819742489270386
2002-03-21,488,639,0.7636932707355243
2002-03-22,234,900,0.26
2002-03-25,689,436,1.5802752293577982
2002-03-26,135,989,0.1365015166835187
2002-03-27,729,395,1.8455696202531646
2002-03-28,479,639,0.7496087636932708
2002-03-29,54,1071,0.05042016806722689
2002-04-01,662,448,1.4776785714285714
2002-04-02,172,949,0.18124341412012646
2002-04-03,789,337,2.341246290801187
2002-04-04,1101,28,39.32142857142857
2002-04-05,371,760,0.4881578947368421
2002-04-08,592,518,1.1428571428571428
2002-04-09,1059,59,17.949152542372882
2002-04-10,743,380,1.9552631578947368
2002-04-11,116,1007,0.11519364448857994
2002-04-12,812,320,2.5375
2002-04-15,336,784,0.42857142857142855
2002-04-16,396,713,0.5553997194950911
2002-04-17,564,558,1.010752688172043
2002-04-18,144,958,0.15031315240083507
2002-04-19,701,411,1.705596107055961
2002-04-22,344,756,0.455026455026455
2002-04-23,390,715,0.5454545454545454
2002-04-24,172,947,0.1816261879619852
2002-04-25,681,418,1.6291866028708133
2002-04-26,1053,44,23.931818181818183
2002-04-29,1009,52,19.403846153846153
2002-04-30,476,634,0.750788643533123
2002-05-08,219,890,0.24606741573033708
2002-05-09,483,621,0.7777777777777778
2002-05-10,207,877,0.23603192702394526
2002-05-13,242,858,0.28205128205128205
2002-05-14,371,747,0.4966532797858099
2002-05-15,148,943,0.1569459172852598
2002-05-16,29,1063,0.027281279397930385
2002-05-17,940,168,5.595238095238095
2002-05-20,158,924,0.170995670995671
2002-05-21,1091,11,99.18181818181819
2002-05-22,151,955,0.1581151832460733
2002-05-23,798,314,2.5414012738853504
2002-05-24,129,983,0.13123092573753814
2002-05-27,744,359,2.0724233983286906
2002-05-28,603,468,1.2884615384615385
2002-05-29,56,1052,0.053231939163498096
2002-05-30,431,669,0.6442451420029895
2002-05-31,258,840,0.30714285714285716
2002-06-03,57,1066,0.05347091932457786
2002-06-04,781,348,2.2442528735632186
2002-06-05,62,1068,0.05805243445692884
2002-06-06,1117,4,279.25
2002-06-07,853,271,3.1476014760147604
2002-06-10,173,944,0.1832627118644068
2002-06-11,971,158,6.1455696202531644
2002-06-12,233,894,0.2606263982102908
2002-06-13,126,1007,0.12512413108242304
2002-06-14,95,1032,0.09205426356589147
2002-06-17,602,515,1.1689320388349516
2002-06-18,1099,12,91.58333333333333
2002-06-19,97,1032,0.0939922480620155
2002-06-20,943,187,5.042780748663102
2002-06-21,1109,10,110.9
2002-06-24,1112,0,inf
2002-06-25,272,840,0.3238095238095238
2002-06-26,708,387,1.8294573643410852
2002-06-27,416,700,0.5942857142857143
2002-06-28,294,737,0.3989145183175034
2002-07-01,214,805,0.26583850931677017
2002-07-02,907,232,3.9094827586206895
2002-07-03,556,589,0.9439728353140917
2002-07-04,210,935,0.22459893048128343
2002-07-05,773,371,2.08355795148248
2002-07-08,889,250,3.556
2002-07-09,277,868,0.3191244239631336
2002-07-10,114,1033,0.11035818005808325
2002-07-11,517,632,0.8180379746835443
2002-07-12,607,539,1.1261595547309833
2002-07-15,304,843,0.36061684460260973
2002-07-16,636,506,1.256916996047431
2002-07-17,832,316,2.632911392405063
2002-07-18,588,558,1.053763440860215
2002-07-19,802,342,2.345029239766082
2002-07-22,101,1040,0.09711538461538462
2002-07-23,275,873,0.3150057273768614
2002-07-24,410,743,0.5518169582772544
2002-07-25,343,801,0.4282147315855181
2002-07-26,387,752,0.5146276595744681
2002-07-29,735,405,1.8148148148148149
2002-07-30,548,593,0.924114671163575
2002-07-31,161,993,0.162134944612286
2002-08-01,537,611,0.8788870703764321
2002-08-02,789,361,2.185595567867036
2002-08-05,343,806,0.42555831265508687
2002-08-06,948,202,4.693069306930693
2002-08-07,373,783,0.4763729246487867
2002-08-08,229,924,0.24783549783549783
2002-08-09,175,977,0.17911975435005117
2002-08-12,199,953,0.2088142707240294
2002-08-13,681,475,1.433684210526316
2002-08-14,997,163,6.116564417177914
2002-08-15,154,1005,0.15323383084577114
2002-08-16,950,206,4.611650485436893
2002-08-19,313,833,0.375750300120048
2002-08-20,1107,51,21.705882352941178
2002-08-21,546,612,0.8921568627450981
2002-08-22,1012,149,6.791946308724833
2002-08-23,288,865,0.3329479768786127
2002-08-26,305,849,0.35924617196702
2002-08-27,889,271,3.2804428044280445
2002-08-28,370,791,0.46776232616940583
2002-08-29,176,985,0.17868020304568527
2002-08-30,529,630,0.8396825396825397
2002-09-02,650,506,1.284584980237154
2002-09-03,737,421,1.7505938242280286
2002-09-04,214,950,0.22526315789473683
2002-09-05,98,1063,0.09219190968955786
2002-09-06,212,943,0.22481442205726404
2002-09-09,241,915,0.2633879781420765
2002-09-10,703,448,1.5691964285714286
2002-09-11,324,844,0.38388625592417064
2002-09-12,837,329,2.5440729483282674
2002-09-13,434,724,0.5994475138121547
2002-09-16,78,1077,0.07242339832869081
2002-09-17,584,577,1.0121317157712304
2002-09-18,229,929,0.2465016146393972
2002-09-19,1099,68,16.16176470588235
2002-09-20,145,1007,0.14399205561072492
2002-09-23,451,696,0.6479885057471264
2002-09-24,252,908,0.2775330396475771
2002-09-25,515,642,0.8021806853582555
2002-09-26,163,996,0.1636546184738956
2002-09-27,318,839,0.37902264600715135
2002-10-08,175,979,0.1787538304392237
2002-10-09,69,1096,0.06295620437956205
2002-10-10,353,815,0.4331288343558282
2002-10-11,358,811,0.44143033292231815
2002-10-14,755,414,1.8236714975845412
2002-10-15,288,883,0.3261608154020385
2002-10-16,1031,143,7.20979020979021
2002-10-17,43,1130,0.03805309734513274
2002-10-18,681,486,1.4012345679012346
2002-10-21,703,465,1.5118279569892472
2002-10-22,1123,47,23.893617021276597
2002-10-23,564,611,0.9230769230769231
2002-10-24,188,990,0.1898989898989899
2002-10-25,152,1016,0.14960629921259844
2002-10-28,105,1047,0.10028653295128939
2002-10-29,829,339,2.4454277286135695
2002-10-30,396,777,0.5096525096525096
2002-10-31,427,747,0.571619812583668
2002-11-01,567,611,0.9279869067103109
2002-11-04,1097,84,13.05952380952381
2002-11-05,1145,35,32.714285714285715
2002-11-06,253,927,0.27292340884573896
2002-11-07,361,821,0.4397076735688185
2002-11-08,35,1143,0.03062117235345582
2002-11-11,114,1059,0.10764872521246459
2002-11-12,95,1085,0.08755760368663594
2002-11-13,675,509,1.3261296660117878
2002-11-14,54,1130,0.047787610619469026
2002-11-15,771,409,1.885085574572127
2002-11-18,220,954,0.23060796645702306
2002-11-19,1018,165,6.16969696969697
2002-11-20,26,1156,0.02249134948096886
2002-11-21,64,1119,0.05719392314566577
2002-11-22,751,425,1.7670588235294118
2002-11-25,734,438,1.6757990867579908
2002-11-26,50,1118,0.044722719141323794
2002-11-27,790,389,2.030848329048843
2002-11-28,1155,9,128.33333333333334
2002-11-29,1074,86,12.488372093023257
2002-12-02,23,1133,0.02030008826125331
2002-12-03,1057,121,8.735537190082646
2002-12-04,835,347,2.4063400576368874
2002-12-05,199,984,0.20223577235772358
2002-12-06,507,672,0.7544642857142857
2002-12-09,299,875,0.3417142857142857
2002-12-10,82,1101,0.07447774750227067
2002-12-11,356,830,0.42891566265060244
2002-12-12,935,244,3.831967213114754
2002-12-13,1090,94,11.595744680851064
2002-12-16,1023,152,6.730263157894737
2002-12-17,998,182,5.483516483516484
2002-12-18,307,873,0.3516609392898053
2002-12-19,597,590,1.011864406779661
2002-12-20,1067,110,9.7
2002-12-23,493,669,0.7369207772795217
2002-12-24,561,618,0.9077669902912622
2002-12-25,206,981,0.20998980632008155
2002-12-26,35,1147,0.03051438535309503
2002-12-27,518,656,0.7896341463414634
2002-12-30,162,955,0.16963350785340314
2002-12-31,236,942,0.2505307855626327
2003-01-02,97,1089,0.08907254361799816
2003-01-03,713,474,1.5042194092827004
2003-01-06,1085,101,10.742574257425742
2003-01-07,399,790,0.5050632911392405
2003-01-08,1159,34,34.088235294117645
2003-01-09,1149,40,28.725
2003-01-10,151,1040,0.1451923076923077
2003-01-13,646,547,1.1809872029250457
2003-01-14,1194,2,597.0
2003-01-15,327,868,0.37672811059907835
2003-01-16,1136,58,19.586206896551722
2003-01-17,303,891,0.3400673400673401
2003-01-20,612,578,1.0588235294117647
2003-01-21,125,1069,0.11693171188026193
2003-01-22,741,449,1.6503340757238307
2003-01-23,199,991,0.20080726538849647
2003-01-24,1066,122,8.737704918032787
2003-01-27,1080,100,10.8
2003-01-28,651,538,1.2100371747211895
2003-01-29,411,785,0.5235668789808917
2003-02-10,198,990,0.2
2003-02-11,1077,117,9.205128205128204
2003-02-12,1080,114,9.473684210526315
2003-02-13,377,820,0.45975609756097563
2003-02-14,771,424,1.8183962264150944
2003-02-17,260,926,0.28077753779697623
2003-02-18,512,674,0.7596439169139466
2003-02-19,1022,173,5.907514450867052
2003-02-20,414,777,0.5328185328185329
2003-02-21,50,1143,0.04374453193350831
2003-02-24,552,642,0.8598130841121495
2003-02-25,1164,29,40.13793103448276
2003-02-26,507,687,0.7379912663755459
2003-02-27,401,795,0.5044025157232704
2003-02-28,399,777,0.5135135135135135
2003-03-03,921,271,3.3985239852398523
2003-03-04,486,712,0.6825842696629213
2003-03-05,241,957,0.25182863113897597
2003-03-06,108,1090,0.09908256880733946
2003-03-07,288,911,0.31613611416026344
2003-03-10,95,1106,0.08589511754068715
2003-03-11,597,605,0.9867768595041322
2003-03-12,735,468,1.5705128205128205
2003-03-13,241,959,0.251303441084463
2003-03-14,595,606,0.9818481848184818
2003-03-17,432,764,0.5654450261780105
2003-03-18,207,991,0.20887991927346114
2003-03-19,658,543,1.2117863720073665
2003-03-20,356,840,0.4238095238095238
2003-03-21,1049,144,7.284722222222222
2003-03-24,610,586,1.0409556313993173
2003-03-25,133,1065,0.12488262910798122
2003-03-26,257,939,0.2736954206602769
2003-03-27,1173,27,43.44444444444444
2003-03-28,301,888,0.33896396396396394
2003-03-31,984,200,4.92
2003-04-01,896,302,2.966887417218543
2003-04-02,396,802,0.4937655860349127
2003-04-03,346,850,0.40705882352941175
2003-04-04,637,562,1.1334519572953736
2003-04-07,221,971,0.22760041194644695
2003-04-08,357,835,0.4275449101796407
2003-04-09,757,442,1.7126696832579185
2003-04-10,707,490,1.4428571428571428
2003-04-11,844,350,2.4114285714285715
2003-04-14,1093,99,11.04040404040404
2003-04-15,738,446,1.654708520179372
2003-04-16,212,979,0.21654749744637386
